Cyclone,date,Time (UTC),Lat.,Long.,C.I. NO.,Estimated Central Pressure (hPa),Estimated Maximum Sustained Surface speed (kt),Estimated Pressure drop at the Centre,Grade
B.00.1,27.11.2000,1800,11,85,3,998,45,10,CS
B.00.1,27.11.2000,2100,11,84.5,3,998,45,10,CS
B.00.1,28.11.2000,0,11.5,84,3.5,992,55,15,SCS
B.00.1,28.11.2000,300,11.5,83.5,3.5,992,55,15,SCS
B.00.1,28.11.2000,600,11.5,83,4,986,65,20,VSCS
B.00.1,28.11.2000,900,11.5,82.5,4,986,65,20,VSCS
B.00.1,28.11.2000,1200,11.5,82,4.5,978,77,30,VSCS
B.00.1,28.11.2000,1500,11.5,81.8,5,968,90,40,ESCS
B.00.1,28.11.2000,1800,11.5,81.5,5.5,958,102,52,ESCS
B.00.1,28.11.2000,2100,11.5,81.2,5.5,958,102,52,ESCS
B.00.1,29.11.2000,0,11.5,81,5,968,90,40,ESCS
B.00.1,29.11.2000,300,11.5,80.5,5,966,90,40,ESCS
B.00.1,29.11.2000,600,11.5,80.5,4.5,976,77,30,VSCS
B.00.1,29.11.2000,900,11.5,80,4.5,976,77,30,VSCS
B.00.1,29.11.2000,1200,11.5,80,4.5,998,55,10,SCS
B.00.1,29.11.2000,1800,11,78.5,4.5,998,45,10,CS
B.00.1,30.11.2000,300,11.5,78,4.5,1002,30,4,DD
B.00.1,30.11.2000,600,11.5,77,4.5,1004,25,2,D
B.00.2,23.12.2000,300,8,86,1.5,1006,25,4,D
B.00.2,23.12.2000,600,8,86,1.5,1006,25,4,D
B.00.2,23.12.2000,1200,8,85,1.5,1006,25,4,D
B.00.2,23.12.2000,1800,8,84.5,1.5,1006,25,4,D
B.00.2,24.12.2000,0,8,84,2,1004,30,6,DD
B.00.2,24.12.2000,300,8.5,84,2,1004,30,6,DD
B.00.2,24.12.2000,600,8.5,84,2,1004,30,6,DD
B.00.2,24.12.2000,1200,8.5,83.5,2,1004,30,6,DD
B.00.2,24.12.2000,1800,8.5,83.5,2,1004,30,6,DD
B.00.2,25.12.2000,0,8.5,83,2.5,1004,30,6,DD
B.00.2,25.12.2000,300,8.5,83,2.5,1004,35,6,CS
B.00.2,25.12.2000,600,8.5,83,3,1000,45,10,CS
B.00.2,25.12.2000,1200,8.5,83,3.5,994,55,16,SCS
B.00.2,25.12.2000,1800,8.5,83,4,990,65,20,VSCS
B.00.2,26.12.2000,0,8.5,82.5,4,990,65,20,VSCS
B.00.2,26.12.2000,300,8.5,82.5,4,990,65,20,VSCS
B.00.2,26.12.2000,600,8.5,82,4.5,982,77,30,VSCS
B.00.2,26.12.2000,900,8.5,81.5,4.5,982,77,28,VSCS
B.00.2,26.12.2000,1200,8.5,81,5,970,90,40,ESCS
B.00.2,26.12.2000,1500,8.5,81,5,970,90,40,ESCS
B.00.2,26.12.2000,1800,8.5,81,4.5,982,77,30,VSCS
B.00.2,26.12.2000,2100,8.5,81,4.5,982,77,28,VSCS
B.00.2,27.12.2000,0,8.5,81,4.5,984,77,28,VSCS
B.00.2,27.12.2000,300,8.5,80,4,986,77,24,VSCS
B.00.2,27.12.2000,600,8.5,79.5,4,986,77,24,VSCS
B.00.2,27.12.2000,900,8.5,79,4,988,77,22,VSCS
B.00.2,27.12.2000,1200,8.5,78.5,3.5,990,65,20,SCS
B.00.2,27.12.2000,1500,8.5,78.5,3.5,996,55,16,SCS
B.00.2,27.12.2000,1800,8.5,78.5,3.5,998,55,14,SCS
B.00.2,27.12.2000,2100,8.5,78,3,1002,55,10,CS
B.00.2,28.12.2000,0,8.5,77.5,2.5,1004,35,8,CS
B.00.2,28.12.2000,300,8.5,77.5,2.5,1004,35,8,CS
B.00.2,28.12.2000,600,8.5,77,2,1004,30,6,DD
B.00.2,28.12.2000,1200,9,76.5,1.5,1006,25,4,D
B.03.1,10.05.2003,300,6,90.5,1.5,1002,25,4,D
B.03.1,10.05.2003,600,6,90.5,1.5,1002,25,4,D
B.03.1,10.05.2003,900,7,90.5,1.5,1002,25,4,D
B.03.1,10.05.2003,1200,8,89.5,2,1002,30,4,DD
B.03.1,10.05.2003,1500,8,89.5,2,1000,30,4,DD
B.03.1,10.05.2003,1800,8.5,89,2,1000,30,4,DD
B.03.1,10.05.2003,2100,8.5,89,2,1000,30,4,DD
B.03.1,11.05.2003,0,9,88.5,2.5,1000,35,6,CS
B.03.1,11.05.2003,300,9.5,87.5,2.5,998,35,6,CS
B.03.1,11.05.2003,600,10,87,2.5,998,35,6,CS
B.03.1,11.05.2003,900,10,87,3,998,45,10,CS
B.03.1,11.05.2003,1200,10.5,86.5,3.5,990,55,14,SCS
B.03.1,11.05.2003,1500,10.5,86.5,3.5,990,55,14,SCS
B.03.1,11.05.2003,1800,11,86,3.5,990,55,14,SCS
B.03.1,11.05.2003,2100,11,86,3.5,986,55,16,SCS
B.03.1,12.05.2003,0,11,86,3.5,986,55,16,SCS
B.03.1,12.05.2003,300,11,86,3.5,986,55,16,SCS
B.03.1,12.05.2003,600,11,86,3.5,986,55,16,SCS
B.03.1,12.05.2003,900,11,86,3.5,986,55,16,SCS
B.03.1,12.05.2003,1200,11.5,85.5,3.5,986,55,16,SCS
B.03.1,12.05.2003,1500,11.5,85.5,3.5,986,55,16,SCS
B.03.1,12.05.2003,1800,11.5,85.5,4,982,65,20,VSCS
B.03.1,12.05.2003,2100,11.5,85.5,4,982,65,20,VSCS
B.03.1,13.05.2003,0,11.5,85.5,4,982,65,20,VSCS
B.03.1,13.05.2003,300,12,85,4,982,65,20,VSCS
B.03.1,13.05.2003,600,12.5,85,4.5,980,75,28,VSCS
B.03.1,13.05.2003,900,12.5,85,4.5,980,75,28,VSCS
B.03.1,13.05.2003,1200,12.5,85,4,982,65,20,VSCS
B.03.1,13.05.2003,1500,12.5,85,4,982,65,20,VSCS
B.03.1,13.05.2003,1800,13,85,4,982,65,20,VSCS
B.03.1,13.05.2003,2100,13,85,4,982,65,20,VSCS
B.03.1,14.05.2003,0,13.5,85,4,980,65,22,VSCS
B.03.1,14.05.2003,300,14,85,4,982,65,20,VSCS
B.03.1,14.05.2003,600,14,85,3.5,986,55,16,SCS
B.03.1,14.05.2003,900,14.5,85.5,3.5,986,55,14,SCS
B.03.1,14.05.2003,1200,14.5,85.5,3,990,45,10,CS
B.03.1,14.05.2003,1500,14.5,85.5,2.5,990,35,6,CS
B.03.1,14.05.2003,1800,14.5,85.5,2.5,994,35,6,CS
B.03.1,14.05.2003,2100,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,0,14.5,86,2.5,992,35,6,CS
B.03.1,15.05.2003,300,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,600,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,900,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,1200,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,1500,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,1800,14.5,86,2.5,994,35,6,CS
B.03.1,15.05.2003,2100,14.5,86,2.5,994,35,6,CS
B.03.1,16.05.2003,0,14.5,86,2.5,994,35,6,CS
B.03.1,16.05.2003,300,14.5,86.5,2.5,996,35,6,CS
B.03.1,16.05.2003,600,14.5,86.5,2.5,996,35,6,CS
B.03.1,16.05.2003,900,14.5,86.5,2.5,996,35,6,CS
B.03.1,16.05.2003,1200,14.5,87,2,996,30,4,DD
B.03.1,16.05.2003,1500,14.5,87,2,996,30,4,DD
B.03.1,16.05.2003,1800,14.5,87,2,996,30,4,DD
B.03.1,16.05.2003,2100,14.5,87,2,996,30,4,DD
B.03.1,17.05.2003,0,14.5,87,2,996,30,4,DD
B.03.1,17.05.2003,300,14.5,87.5,2,998,30,4,DD
B.03.1,17.05.2003,600,14.5,87.5,2,998,30,4,DD
B.03.1,17.05.2003,900,14.5,87.5,2,998,30,4,DD
B.03.1,17.05.2003,1200,14.5,88,2,998,30,4,DD
B.03.1,17.05.2003,1500,14.5,88.5,2,998,30,4,DD
B.03.1,17.05.2003,1800,14.5,89,2,998,30,4,DD
B.03.1,17.05.2003,2100,14.5,89.5,2,998,30,4,DD
B.03.1,18.05.2003,0,14.5,90,2,1000,30,4,DD
B.03.1,18.05.2003,300,14.5,90.5,2,1000,30,4,DD
B.03.1,18.05.2003,600,14.5,90.5,2,1000,30,4,DD
B.03.1,18.05.2003,900,14.5,90.5,2,1000,30,4,DD
B.03.1,18.05.2003,1200,14.5,91,2,998,30,4,DD
B.03.1,18.05.2003,1500,14.5,91,2,998,30,4,DD
B.03.1,18.05.2003,1800,15,91.5,2,998,30,4,DD
B.03.1,18.05.2003,2100,15.5,91.5,2,998,30,4,DD
B.03.1,19.05.2003,0,16,92,2,998,30,4,DD
B.03.1,19.05.2003,300,16.5,92.5,2,998,30,4,DD
B.03.1,19.05.2003,600,17.5,93,2.5,996,35,6,CS
B.03.1,19.05.2003,900,18,93,2.5,994,35,6,CS
B.03.1,19.05.2003,1200,18.5,93.5,2.5,994,35,6,CS
B.03.1,19.05.2003,1500,19,93.5,2.5,994,35,6,CS
B.03.1,19.05.2003,1800,19.5,94,2.5,994,45,6,CS
B.03.2,11.12.2003,1200,4.5,90.5,1.5,1004,25,2,D
B.03.2,12.12.2003,300,6,89,1.5,1006,25,2,D
B.03.2,12.12.2003,1200,7.5,88,1.5,1004,25,2,D
B.03.2,13.12.2003,300,9,87.5,2,1004,30,4,DD
B.03.2,13.12.2003,1200,9.5,87,2.5,1002,35,6,CS
B.03.2,13.12.2003,1500,10,87,2.5,1002,35,6,CS
B.03.2,13.12.2003,1800,10,87,2.5,1002,35,6,CS
B.03.2,13.12.2003,2100,10.5,86.5,2.5,1000,35,6,CS
B.03.2,14.12.2003,0,10.5,86,2.5,998,35,6,CS
B.03.2,14.12.2003,300,11,85,3,998,45,10,CS
B.03.2,14.12.2003,600,11,85,3,996,45,10,CS
B.03.2,14.12.2003,900,11.5,84.5,3,994,45,10,CS
B.03.2,14.12.2003,1200,12,83.5,3.5,992,55,14,SCS
B.03.2,14.12.2003,1500,12.5,83,3.5,992,55,14,SCS
B.03.2,14.12.2003,1800,12.8,82.5,3.5,992,55,14,SCS
B.03.2,14.12.2003,2100,13.4,82.2,3.5,992,55,14,SCS
B.03.2,15.12.2003,0,13.8,81.7,3.5,992,55,14,SCS
B.03.2,15.12.2003,300,14,81.5,3.5,992,55,14,SCS
B.03.2,15.12.2003,600,14.3,81.5,3.5,992,55,14,SCS
B.03.2,15.12.2003,900,15,81,3.5,992,55,14,SCS
B.03.2,15.12.2003,1200,15.5,81,3.5,990,55,14,SCS
B.03.2,15.12.2003,1500,15.8,81,3.5,992,55,14,SCS
B.03.2,15.12.2003,1800,16,81,3.5,992,55,14,SCS
B.03.2,15.12.2003,2100,16.5,81,3.5,992,55,14,CS
B.03.2,16.12.2003,0,17,81,3.5,992,55,14,CS
B.03.2,16.12.2003,300,17,81,3.5,992,55,14,DD
B.03.2,16.12.2003,600,17.5,81.5,3.5,992,55,14,D
B.03.2,16.12.2003,1200,17.5,81.5,3.5,992,55,14,D
FANOOS,06.12.2005,300,10.5,89.5,1.5,1006,25,4,D
FANOOS,06.12.2005,600,10.5,89.5,1.5,1004,25,4,D
FANOOS,06.12.2005,900,11,89,2,1004,30,5,DD
FANOOS,06.12.2005,1200,11,89,2,1004,30,5,DD
FANOOS,06.12.2005,1500,11,89,2,1004,30,5,DD
FANOOS,06.12.2005,1800,11,88.5,2,1004,30,5,DD
FANOOS,06.12.2005,2100,11,88.5,2,1004,30,5,DD
FANOOS,07.12.2005,0,11,88.5,2,1002,30,5,DD
FANOOS,07.12.2005,300,11,87.5,2.5,1000,35,6,CS
FANOOS,07.12.2005,600,11,87,3,1000,40,8,CS
FANOOS,07.12.2005,900,11,86.5,3,998,45,10,CS
FANOOS,07.12.2005,1200,11,86.5,3,998,45,10,CS
FANOOS,07.12.2005,1500,11,86.5,3,998,45,10,CS
FANOOS,07.12.2005,1800,11,86,3,998,45,10,CS
FANOOS,07.12.2005,2100,11,86,3,998,45,10,CS
FANOOS,08.12.2005,0,11,86,3,998,45,10,CS
FANOOS,08.12.2005,300,10.5,86,3,998,45,10,CS
FANOOS,08.12.2005,600,10.5,85.5,3,998,45,10,CS
FANOOS,08.12.2005,900,10.5,85,3,998,45,10,CS
FANOOS,08.12.2005,1200,10.5,84.5,3,998,45,10,CS
FANOOS,08.12.2005,1500,10.5,84.5,3,998,45,10,CS
FANOOS,08.12.2005,1800,10.5,84,3,998,45,10,CS
FANOOS,08.12.2005,2100,10.5,84,3,998,45,10,CS
FANOOS,09.12.2005,0,10.5,83.5,3,998,45,10,CS
FANOOS,09.12.2005,300,10.5,83,3,998,45,10,CS
FANOOS,09.12.2005,600,10.5,83,3,998,45,10,CS
FANOOS,09.12.2005,900,10.5,82.5,3,998,45,10,CS
FANOOS,09.12.2005,1200,10.5,82,3,998,45,10,CS
FANOOS,09.12.2005,1500,10.5,81.5,3,998,45,10,CS
FANOOS,09.12.2005,1800,10.5,81.5,2.5,1000,35,6,CS
FANOOS,09.12.2005,2100,10.5,81,2.5,1000,35,6,CS
FANOOS,10.12.2005,300,10.4,79.8,2.5,1001,30,5,DD
FANOOS,10.12.2005,600,10.5,79.5,2.5,1002,25,4,D
FANOOS,10.12.2005,900,10.5,79.5,2.5,1003,20,3,D
FANOOS,10.12.2005,1200,10.5,79.5,2.5,1003,20,3,D
SIDR,11.11.2007,900,10,92,1.5,1004,25,4,D
SIDR,11.11.2007,1200,10,92,1.5,1004,25,4,D
SIDR,11.11.2007,1500,10,92,1.5,1004,25,4,D
SIDR,11.11.2007,1800,10.5,91.5,2,1002,30,5,DD
SIDR,11.11.2007,2100,10.5,91.5,2,1002,30,5,DD
SIDR,11.12.2007,0,10.5,91.5,2,1002,30,5,DD
SIDR,11.12.2007,300,10.5,91,2.5,1002,35,6,CS
SIDR,11.12.2007,600,11,90.5,3,998,40,10,CS
SIDR,11.12.2007,900,11,90.5,3,996,45,12,CS
SIDR,11.12.2007,1200,11.5,90,3.5,992,55,16,SCS
SIDR,11.12.2007,1500,11.5,90,3.5,992,55,16,SCS
SIDR,11.12.2007,1800,11.5,90,4,986,65,20,VSCS
SIDR,11.12.2007,2100,11.5,90,4.5,980,80,29,VSCS
SIDR,13.11.2007,0,12,89.5,5,968,90,40,ESCS
SIDR,13.11.2007,300,12,89.5,5,968,90,40,ESCS
SIDR,13.11.2007,600,12,89.5,5,968,90,40,ESCS
SIDR,13.11.2007,900,13,89.5,5,964,90,40,ESCS
SIDR,13.11.2007,1200,13,89.5,5,964,90,40,ESCS
SIDR,13.11.2007,1500,13,89.5,5,964,90,40,ESCS
SIDR,13.11.2007,1800,13.5,89.5,5,964,90,40,ESCS
SIDR,13.11.2007,2100,14,89.5,5,964,90,40,ESCS
SIDR,14.11.2007,0,14.5,89.5,5,964,90,40,ESCS
SIDR,14.11.2007,300,14.5,89.5,5,964,90,40,ESCS
SIDR,14.11.2007,600,15,89.5,5,964,90,40,ESCS
SIDR,14.11.2007,900,15.5,89.5,5,964,90,40,ESCS
SIDR,14.11.2007,1200,16,89,5,964,90,40,ESCS
SIDR,14.11.2007,1500,16,89,5,964,90,40,ESCS
SIDR,14.11.2007,1800,16.5,89,5.5,956,105,55,ESCS
SIDR,14.11.2007,2100,17,89,5.5,956,105,55,ESCS
SIDR,15.11.2007,0,17.5,89,5.5,956,105,55,ESCS
SIDR,15.11.2007,300,18,89,6,944,115,66,ESCS
SIDR,15.11.2007,600,19.5,89,6,944,115,66,ESCS
SIDR,15.11.2007,900,20,89,6,944,115,66,ESCS
SIDR,15.11.2007,1200,21,89,6,944,115,66,ESCS
SIDR,15.11.2007,1500,21.5,89.5,6,944,115,66,ESCS
SIDR,15.11.2007,1800,22.5,90.5,4.5,980,80,30,VSCS
SIDR,15.11.2007,2100,23.5,91,3,996,45,12,CS
SIDR,16.11.2007,0,23.5,91,2.5,1000,35,7,CS
SIDR,16.11.2007,300,24.5,91.5,1.5,1002,25,4,D
NARGIS,27.04.2008,300,12,87,1.5,1000,25,3,D
NARGIS,27.04.2008,600,12,87,1.5,998,25,3,D
NARGIS,27.04.2008,900,12,86.5,1.5,998,25,3,D
NARGIS,27.04.2008,1200,12,86.5,2,998,30,4,DD
NARGIS,27.04.2008,1500,12,86.5,2,994,30,4,DD
NARGIS,27.04.2008,1800,12.5,86,2,994,30,4,DD
NARGIS,27.04.2008,2100,13,85.5,2,994,30,4,DD
NARGIS,28.04.2008,0,13,85.5,2.5,994,35,6,CS
NARGIS,28.04.2008,300,13,85.5,2.5,994,40,8,CS
NARGIS,28.04.2008,600,13,85.5,3,990,45,10,CS
NARGIS,28.04.2008,900,13,85.5,3.5,986,55,14,SCS
NARGIS,28.04.2008,1200,13,85.5,3.5,986,55,14,SCS
NARGIS,28.04.2008,1500,13,85.5,3.5,986,55,14,SCS
NARGIS,28.04.2008,1800,13,85.5,3.5,986,55,14,SCS
NARGIS,28.04.2008,2100,13,85.5,3.5,986,55,14,SCS
NARGIS,29.04.2008,0,13,85.5,3.5,986,55,14,SCS
NARGIS,29.04.2008,300,13.5,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,600,13.5,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,900,13.5,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,1200,14,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,1500,14,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,1800,14,85.5,4,980,65,20,VSCS
NARGIS,29.04.2008,2100,14,86,4,980,65,20,VSCS
NARGIS,30.04.2008,0,14,86,4,980,65,20,VSCS
NARGIS,30.04.2008,300,14.5,86.5,4,980,65,20,VSCS
NARGIS,30.04.2008,600,14.5,86.5,4,980,65,20,VSCS
NARGIS,30.04.2008,900,14.5,87,4,980,65,20,VSCS
NARGIS,30.04.2008,1200,14.5,87,4,980,65,20,VSCS
NARGIS,30.04.2008,1500,15,87.5,4,980,65,20,VSCS
NARGIS,30.04.2008,1800,15,87.5,4,980,65,20,VSCS
NARGIS,30.04.2008,2100,15,87.5,4,980,65,20,VSCS
NARGIS,05.01.2008,0,15.5,88,4,980,65,20,VSCS
NARGIS,05.01.2008,300,15.5,89,4,980,65,20,VSCS
NARGIS,05.01.2008,600,16,89.5,4,980,65,20,VSCS
NARGIS,05.01.2008,900,16,90,4,980,65,20,VSCS
NARGIS,05.01.2008,1200,16,90.5,4,980,65,20,VSCS
NARGIS,05.01.2008,1500,16,91,4,980,65,20,VSCS
NARGIS,05.01.2008,1800,16,91.5,4,980,65,20,VSCS
NARGIS,05.01.2008,2100,16,92,4,980,65,20,VSCS
NARGIS,05.02.2008,0,16,92.5,4.5,972,77,28,VSCS
NARGIS,05.02.2008,300,16,93,4.5,972,77,28,VSCS
NARGIS,05.02.2008,600,16,93.5,5,962,90,40,ESCS
NARGIS,05.02.2008,900,16,94,5,962,90,40,ESCS
NARGIS,05.02.2008,1200,16,94.3,5,962,90,40,ESCS
NARGIS,05.02.2008,1500,16,95,5,964,90,40,ESCS
NARGIS,05.02.2008,1800,16.5,95.5,5,974,80,30,VSCS
NARGIS,05.02.2008,2100,16.5,95.5,5,986,60,18,SCS
NARGIS,05.03.2008,0,16.5,95.5,5,990,50,14,SCS
NARGIS,05.03.2008,300,17,96,5,992,50,12,SCS
NARGIS,05.03.2008,600,17.5,96.5,5,994,45,10,CS
NARGIS,05.03.2008,900,18,97,5,998,35,6,CS
AILA,23.05.2009,600,16.5,88,1.5,998,25,3,D
AILA,23.05.2009,1200,16.5,88,1.5,994,25,3,D
AILA,23.05.2009,1800,17,88.5,1.5,996,25,4,D
AILA,24.05.2009,0,17,88.5,1.5,996,25,4,D
AILA,24.05.2009,300,18,88.5,2,992,30,5,DD
AILA,24.05.2009,600,18,88.5,2,988,30,5,DD
AILA,24.05.2009,900,18,88.5,2,986,30,5,DD
AILA,24.05.2009,1200,18.5,88.5,2.5,986,35,6,Cs
AILA,24.05.2009,1500,19,88.5,2.5,986,35,8,CS
AILA,24.05.2009,1800,19,88.5,2.5,986,35,8,CS
AILA,24.05.2009,2100,20,88,2.5,984,40,8,CS
AILA,25.05.2009,0,20,88,2.5,980,40,10,CS
AILA,25.05.2009,300,20.5,88,3,978,50,12,CS
AILA,25.05.2009,600,21.5,88,3.5,974,55,15,SCS
AILA,25.05.2009,900,22,88,.,968,60,20,SCS
AILA,25.05.2009,1200,22.5,88,.,970,50,16,SCS
AILA,25.05.2009,1500,23,88,.,978,45,14,CS
AILA,25.05.2009,1800,23.5,88,.,980,40,12,CS
AILA,25.05.2009,2100,24,88,.,981,35,10,CS
AILA,26.05.2009,0,25,88,.,982,30,8,CS
AILA,26.05.2009,300,25.5,88,.,988,25,6,DD
AILA,26.05.2009,600,27,88.5,.,992,20,4,D
WARD,12.10.2009,900,6.5,85,1.5,1004,25,3,D
WARD,12.10.2009,1200,6.5,85,1.5,1004,25,3,D
WARD,12.10.2009,1800,6.5,85,1.5,1003,25,4,D
WARD,12.11.2009,0,7,84.5,2,1000,30,5,DD
WARD,12.11.2009,300,7,84.5,2,1000,30,5,DD
WARD,12.11.2009,600,8,84.5,2,1000,30,5,DD
WARD,12.11.2009,900,8.5,84.5,2.5,998,35,6,CS
WARD,12.11.2009,1200,8.5,84.5,2.5,998,35,6,CS
WARD,12.11.2009,1500,9,84.5,2.5,998,35,6,CS
WARD,12.11.2009,1800,9,84.5,2.5,998,40,8,CS
WARD,12.11.2009,2100,9.5,84.5,3,996,45,10,CS
WARD,12.12.2009,0,10,84.5,3,996,45,10,CS
WARD,12.12.2009,300,10,84.5,3,996,45,10,CS
WARD,12.12.2009,600,10,84.5,3,996,45,10,CS
WARD,12.12.2009,900,10,84,2.5,998,40,8,CS
WARD,12.12.2009,1200,10,83.5,2.5,998,35,6,CS
WARD,12.12.2009,1500,10,83.5,2.5,998,35,6,CS
WARD,12.12.2009,1800,9.5,83.5,2,1000,30,5,DD
WARD,13.12.2009,0,9.5,83,2,1000,30,5,DD
WARD,13.12.2009,300,9.5,83,2,1000,30,5,DD
WARD,13.12.2009,600,9,83,2,1002,30,5,DD
WARD,13.12.2009,1200,9,83,2,1002,30,5,DD
WARD,13.12.2009,1800,9,82.5,2,1002,30,5,DD
WARD,14.12.2009,0,9,82,2,1002,30,5,DD
WARD,14.12.2009,300,8.5,81.5,2,1004,30,5,DD
WARD,14.12.2009,600,8.5,81.5,2,1004,30,5,DD
WARD,14.12.2009,900,8.5,81,.,1004,25,4,D
WARD,14.12.2009,1200,8.5,81,.,1004,25,3,D
WARD,14.12.2009,1800,8.5,81,.,1005,25,3,D
WARD,15.12.2009,0,8.5,80.5,.,1007,25,3,D
LAILA,17.05.2010,600,10.5,88.5,1.5,1004,25,3,D
LAILA,17.05.2010,1200,11,88,2,1000,30,5,DD
LAILA,17.05.2010,1800,11.5,87.5,2,998,30,5,DD
LAILA,18.05.2010,0,11.5,86.5,2.5,998,35,6,CS
LAILA,18.05.2010,300,12,85.5,2.5,996,40,6,CS
LAILA,18.05.2010,600,12.5,84.5,3,992,45,8,CS
LAILA,18.05.2010,900,13,84,3,992,45,8,CS
LAILA,18.05.2010,1200,13,83.5,3,990,45,10,CS
LAILA,18.05.2010,1500,13,83,3,990,45,10,CS
LAILA,18.05.2010,1800,13,82.5,3,990,45,10,CS
LAILA,18.05.2010,2100,13,82,3,990,45,10,CS
LAILA,19.05.2010,0,13.5,82,3,990,45,10,CS
LAILA,19.05.2010,300,13.5,82,3,990,45,10,CS
LAILA,19.05.2010,600,13.5,81.5,3.5,986,55,15,SCS
LAILA,19.05.2010,900,14,81.5,3.5,986,55,15,SCS
LAILA,19.05.2010,1200,14,81.5,3.5,986,55,15,SCS
LAILA,19.05.2010,1500,14,81.5,3.5,986,55,15,SCS
LAILA,19.05.2010,1800,14.5,81,3.5,986,55,15,SCS
LAILA,19.05.2010,2100,14.5,81,3.5,986,55,15,SCS
LAILA,20.05.2010,0,15,81,3.5,986,55,15,SCS
LAILA,20.05.2010,300,15.5,80.5,3.5,986,55,15,SCS
LAILA,20.05.2010,600,15.7,80.5,3.5,986,55,15,SCS
LAILA,20.05.2010,900,15.8,80.5,3.5,986,55,15,SCS
LAILA,20.05.2010,1200,16,80.5,.,990,45,12,CS
LAILA,20.05.2010,1500,16,80.5,.,990,45,12,CS
LAILA,20.05.2010,1800,16,80.5,.,990,45,10,CS
LAILA,20.05.2010,2100,16,80.7,.,990,40,10,CS
LAILA,21.05.2010,0,16.2,80.8,.,990,35,10,CS
LAILA,21.05.2010,300,16.5,81,.,995,30,5,DD
LAILA,21.05.2010,600,17,81.5,.,999,20,3,D
GIRI,20.10.2010,1200,17.5,91.5,1.5,1002,25,4,D
GIRI,20.10.2010,1800,17.5,91.5,1.5,1002,25,4,D
GIRI,21.10.2010,0,17.5,91.5,1.5,1002,25,4,D
GIRI,21.10.2010,300,17.5,91.5,2,1000,30,5,DD
GIRI,21.10.2010,600,17.5,91.5,2.5,998,35,6,CS
GIRI,21.10.2010,900,17.5,91.5,2.5,996,40,8,CS
GIRI,21.10.2010,1200,18,92,3,990,45,10,CS
GIRI,21.10.2010,1500,18,92,3,990,45,10,CS
GIRI,21.10.2010,1800,18,92,3,988,50,12,CS
GIRI,21.10.2010,2100,18.5,92.5,3,984,55,16,CS
GIRI,22.10.2010,0,18.5,92.5,3.5,980,60,20,SCS
GIRI,22.10.2010,300,19,93,4.5,974,80,30,VSCS
GIRI,22.10.2010,600,19,93,5,964,90,40,ESCS
GIRI,22.10.2010,900,19.5,93.5,5.5,950,105,52,ESCS
GIRI,22.10.2010,1200,19.8,93.5,5.5,950,105,52,ESCS
GIRI,22.10.2010,1500,20,93.5,..,966,80,36,VSCS
GIRI,22.10.2010,1800,20.5,94,..,976,70,26,VSCS
GIRI,22.10.2010,2100,20.5,94,..,986,55,16,SCS
GIRI,23.10.2010,0,21,94.5,..,992,45,10,CS
GIRI,23.10.2010,300,21.5,95,..,996,35,8,CS
GIRI,23.10.2010,600,22,95.5,..,998,25,4,D
JAL,04.11.2010,0,8,92,1.5,1002,25,3,D
JAL,04.11.2010,300,8.5,91,1.5,1002,25,3,D
JAL,04.11.2010,600,8.5,90.5,1.5,1002,25,3,D
JAL,04.11.2010,1200,8.5,90,1.5,1002,25,3,D
JAL,04.11.2010,1800,8.5,89.5,1.5,1002,25,4,D
JAL,05.11.2010,0,9,88.5,2,1000,30,5,DD
JAL,05.11.2010,300,9,88,2,1000,30,5,DD
JAL,05.11.2010,600,9,87.5,2.5,998,35,6,CS
JAL,05.11.2010,900,9,87.5,2.5,996,40,8,CS
JAL,05.11.2010,1200,9.5,87,2.5,994,45,10,CS
JAL,05.11.2010,1500,9.5,87,3,994,45,10,CS
JAL,05.11.2010,1800,10,86.5,3,992,50,12,CS
JAL,05.11.2010,2100,10,86,3.5,990,55,16,SCS
JAL,06.11.2010,0,10,85.5,3.5,990,55,16,SCS
JAL,06.11.2010,300,10,85.5,3.5,990,55,16,SCS
JAL,06.11.2010,600,10,85,3.5,990,55,16,SCS
JAL,06.11.2010,900,10,85,3.5,990,55,16,SCS
JAL,06.11.2010,1200,11,84.5,3.5,988,60,18,SCS
JAL,06.11.2010,1500,11,84.5,3.5,988,60,18,SCS
JAL,06.11.2010,1800,11,84,3.5,988,60,18,SCS
JAL,06.11.2010,2100,11,84,3.5,988,60,18,SCS
JAL,07.11.2010,0,11,83.5,3.5,988,60,18,SCS
JAL,07.11.2010,300,12,83,3.5,990,55,16,SCS
JAL,07.11.2010,600,12,82.5,3,992,45,12,CS
JAL,07.11.2010,900,12,81.5,2.5,994,40,8,CS
JAL,07.11.2010,1200,13,81,2,996,30,6,DD
JAL,07.11.2010,1500,13,80.5,2,998,30,5,DD
